H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return,subject
0.167230368,0.134878635,-0.032351732,0.128843307,0.138989925,0.010146618,0.138592005,0.082103729,-0.056488276,0.08915782,0.161263466,0.072105646,0.117149115,0.245459318,0.128310204,0.157970905,0.151922464,-0.006048441,0.129307985,0.785867453,0.656559467,0.140878916,0.111310959,-0.029567957,0.152729511,0.153286934,0.000557423,0.123962164,0.134834766,0.010872602,0.18512702,andy
0.158850431,0.1089077,-0.049942732,0.12204361,0.156558037,0.034514427,0.145559788,0.114691019,-0.030868769,0.109492779,0.216304064,0.106811285,0.137270689,0.274683475,0.137412786,0.157697201,0.164372683,0.006675482,0.111335278,0.105308771,-0.006026506,0.135375261,0.129010677,-0.006364584,0.118187904,0.072170019,-0.046017885,0.126431227,0.193886757,0.06745553,0.192978621,andy
0.164143324,0.118632317,-0.045511007,0.13485384,0.163450718,0.028596878,0.145058155,0.078773022,-0.066285133,0.095796824,0.194768429,0.098971605,-2.74371624,0.355689049,3.099405289,0.161509752,0.230560303,0.06905055,0.104656458,0.098577738,-0.00607872,0.151098728,0.095812082,-0.055286646,0.125386,0.072036982,-0.053349018,0.109808207,0.142746925,0.032938719,0.159702539,andy
0.151846409,0.112772226,-0.039074183,0.107970476,0.15134573,0.043375254,0.121658802,0.075297117,-0.046361685,0.092679501,0.180440903,0.087761402,0.117719889,0.241977453,0.124257565,0.159080505,0.145786285,-0.01329422,0.115833282,0.113217115,-0.002616167,0.128760099,0.056185007,-0.072575092,0.138769627,0.099015474,-0.039754152,0.115249634,0.16789484,0.052645206,0.205393314,andy
0.132313967,0.129348278,-0.002965689,0.131379128,0.139212132,0.007833004,0.079985857,0.056052446,-0.023933411,0.125203371,0.253634453,0.128431082,-2.662108898,0.269772053,2.931880951,0.147675514,0.120999813,-0.026675701,0.089338303,0.219587326,0.130249023,0.148705482,0.099257469,-0.049448013,0.125424385,0.075775146,-0.049649239,0.12840414,0.186661243,0.058257103,0.14616251,andy
0.144289732,0.118243456,-0.026046276,0.111382008,0.143438339,0.032056332,0.124092817,0.049343109,-0.074749708,0.092835188,0.187517881,0.094682693,-5.544050694,0.258180618,5.802231312,0.137054443,0.153996468,0.016942024,0.129087687,0.109370708,-0.019716978,0.132373571,0.077933788,-0.054439783,0.13313055,0.077646255,-0.055484295,0.141743422,0.198987961,0.057244539,0.140563965,andy
0.137887239,0.091837406,-0.046049833,0.11847496,0.146711349,0.028236389,0.095061064,0.085219622,-0.009841442,0.135912657,0.152393103,0.016480446,0.108660698,0.217473507,0.108812809,0.121640921,0.158444643,0.036803722,0.116573095,0.106770992,-0.009802103,0.121407986,0.095951319,-0.025456667,0.108100653,0.065885067,-0.042215586,-6.014369249,0.125093699,-0.006056547,0.170502901,andy
0.150951624,0.105565071,-0.045386553,0.104983807,0.138201714,0.033217907,0.137187481,0.0782094,-0.058978081,0.085314751,1.471314192,1.385999441,-0.61171031,0.22418046,0.83589077,0.141938448,0.096282244,-0.045656204,0.121120214,0.127879381,0.006759167,0.12474227,0.118236542,-0.006505728,0.135002613,0.069083691,-0.065918922,0.147992373,0.44710803,0.299115658,0.1472435,andy
0.158473969,0.085659981,-0.072813988,0.114485979,0.134607077,0.020121098,0.123999357,0.094513416,-0.029485941,0.089143753,0.195762157,0.106618404,0.088521719,0.225856781,0.137335062,0.154976845,0.175974607,0.020997763,0.141734838,0.94909668,0.807361841,0.117662907,0.104529142,-0.013133764,0.118405581,0.092198849,-0.026206732,0.121625423,0.129232883,0.00760746,0.169281244,andy
0.160189629,0.108919382,-0.051270247,0.151306868,0.138130903,-0.013175964,0.138164282,0.098545313,-0.039618969,0.088993073,0.210859537,0.121866465,0.108863831,0.244168997,0.135305166,0.15154767,0.223065853,0.071518183,0.161481857,0.178711653,0.017229795,0.160917521,0.147981405,-0.012936115,0.11191535,0.075362921,-0.036552429,0.111947298,0.229727983,0.117780685,0.134158611,andy
0.131202936,0.202647924,0.071444988,0.128031969,0.118099213,-0.009932756,0.168520212,0.118839741,-0.049680471,0.132100821,0.270669937,0.138569117,0.154140472,0.545248508,0.391108036,0.134725332,0.145445108,0.010719776,0.131478548,0.107128859,-0.024349689,0.127001047,0.11044693,-0.016554117,0.122153521,0.062528849,-0.059624672,0.128397703,0.140227556,0.011829853,0.167992115,andy
0.124711752,0.075575113,-0.049136639,0.129087925,0.153989553,0.024901628,0.147779703,0.091656685,-0.056123018,0.119783163,1.659810305,1.540027142,0.177673101,0.289475441,0.11180234,0.152745247,0.119331598,-0.033413649,0.118099928,0.112144947,-0.005954981,0.137983322,0.072304726,-0.065678596,0.116973877,0.069288492,-0.047685385,0.117642403,0.131844521,0.014202118,0.170569181,andy
0.13114357,0.155810356,0.024666786,0.148288965,0.101631641,-0.046657324,0.15059948,0.102602959,-0.047996521,0.119908333,0.212085962,0.092177629,0.134469271,0.270629168,0.136159897,0.151066542,0.20478034,0.053713799,0.161405087,0.158399105,-0.003005981,0.170330524,0.114389181,-0.055941343,0.141402721,0.195371628,0.053968906,0.124506474,0.654161692,0.529655218,0.196332216,andy
0.151422262,0.229355097,0.077932835,0.106881142,0.081982136,-0.024899006,0.146567106,0.14941287,0.002845764,0.074975491,0.240768909,0.165793419,0.081901312,0.371412277,0.289510965,0.137213707,0.1463871,0.009173393,0.134837866,1.345149755,1.21031189,0.183615923,0.193784952,0.010169029,0.127730608,0.248070955,0.120340347,-3.783247948,0.135862112,-0.006155729,0.197762728,andy
0.168212414,0.134866953,-0.033345461,0.121989012,0.105380535,-0.016608477,0.156163692,0.095315695,-0.060847998,0.096903801,0.150868893,0.053965092,0.137764215,0.311480284,0.173716068,0.132239342,0.11571312,-0.016526222,0.122315645,0.129610538,0.007294893,0.128984451,0.078552723,-0.050431728,0.115911961,0.052850723,-0.063061237,-3.608248949,0.129174232,-0.002785921,0.173318624,andy
0.145029306,0.104961634,-0.040067673,0.11259675,0.141988039,0.029391289,0.142333269,0.076171875,-0.066161394,0.100141764,0.181562662,0.081420898,-2.503305674,0.266166687,2.769472361,0.154717684,0.225577831,0.070860147,0.158036709,0.157487154,-0.000549555,0.135928631,0.124846697,-0.011081934,0.132385492,0.099069357,-0.033316135,0.121754408,0.191568613,0.069814205,0.166954756,andy
0.173229933,0.127518654,-0.045711279,0.134272575,0.164452553,0.030179977,0.155803442,0.093985081,-0.061818361,0.11145401,0.190704107,0.079250097,0.133891344,0.257683754,0.12379241,0.154962063,0.207390785,0.052428722,0.137200832,0.621196032,0.483995199,0.104835033,0.076145411,-0.028689623,0.107844591,0.129414558,0.021569967,0.124681711,0.172239065,0.047557354,0.168194532,andy
0.1349473,0.128463268,-0.006484032,0.160869598,0.134268284,-0.026601315,0.14503932,0.085702419,-0.059336901,0.134880543,0.368374825,0.233494282,0.143800735,0.367628098,0.223827362,0.12862277,0.150087357,0.021464586,0.127244949,0.137114286,0.009869337,0.147968292,0.072573423,-0.075394869,0.12855792,0.0922122,-0.03634572,0.111763716,0.128550529,0.016786814,0.156902552,andy
0.173583984,0.104565382,-0.069018602,0.142556429,0.164208889,0.02165246,0.09193182,0.07897687,-0.01295495,0.095268965,0.178413868,0.083144903,0.111279249,0.276119709,0.16484046,0.104655027,0.216942072,0.112287045,0.12767148,0.146685362,0.019013882,0.131183147,0.091728449,-0.039454699,0.118639946,0.102408409,-0.016231537,0.111341238,0.147618532,0.036277294,0.136827707,andy
0.159033537,0.126220942,-0.032812595,0.137795687,0.149784803,0.011989117,0.148150444,0.108570814,-0.03957963,0.105691671,0.413072586,0.307380915,0.141065121,0.363765717,0.222700596,0.131076813,0.2622962,0.131219387,0.18026185,0.63339901,0.453137159,0.07896018,0.059254646,-0.019705534,0.128433466,0.069279671,-0.059153795,0.137372255,0.147954226,0.01058197,0.166857958,andy
0.145164967,0.114854574,-0.030310392,0.118613005,0.133628368,0.015015364,0.131723881,0.055868626,-0.075855255,0.12523818,0.253190756,0.127952576,0.115626097,0.243505716,0.12787962,0.158717632,0.223483801,0.064766169,0.118606806,2.556486368,2.437879562,0.135560274,0.096021175,-0.039539099,0.122043371,0.089088678,-0.032954693,0.141287804,0.151941776,0.010653973,0.160709143,andy
0.155029058,0.115570068,-0.03945899,0.1282444,0.131527662,0.003283262,0.144929171,0.07557869,-0.069350481,0.094434738,0.17915225,0.084717512,0.111562967,0.217318296,0.105755329,0.137953997,0.152038097,0.014084101,0.101529837,0.224512815,0.122982979,0.124503613,0.114911079,-0.009592533,0.122151613,0.079029322,-0.043122292,0.12631917,0.50696969,0.38065052,0.203123808,andy
0.170839548,0.105540514,-0.065299034,0.130976915,0.151978254,0.021001339,0.131194353,0.081632853,-0.049561501,0.095804453,0.201459408,0.105654955,0.10761261,0.241801023,0.134188414,0.167924404,0.131557703,-0.036366701,0.147800446,0.55923748,0.411437035,0.065740108,0.205930233,0.140190125,0.125089884,0.085561275,-0.039528608,0.131426573,0.25382328,0.122396708,0.107093811,andy
0.135767937,0.132734299,-0.003033638,0.135530472,0.135016918,-0.000513554,0.143722057,0.14078331,-0.002938747,0.114878654,0.242244959,0.127366304,0.137808561,0.25092721,0.113118649,0.152481318,0.115949392,-0.036531925,0.147851706,0.176184654,0.028332949,0.144052744,0.153957367,0.009904623,0.138023853,0.095316648,-0.042707205,0.13170743,0.149145842,0.017438412,0.170476913,andy
0.17088604,0.137680769,-0.033205271,0.121927261,0.163677454,0.041750193,0.134697914,0.890855074,0.75615716,0.104849815,-0.622174025,-0.72702384,0.134595156,0.28908062,0.154485464,0.165778637,0.18070364,0.014925003,0.153044701,1.147176743,0.994132042,0.105644703,0.07856369,-0.027081013,0.119215727,0.079569817,-0.03964591,0.118483305,0.137225628,0.018742323,0.163852215,andy
0.168524742,0.120857954,-0.047666788,0.140666962,0.169271708,0.028604746,0.135237694,0.710327625,0.575089931,0.131108046,-0.449281693,-0.580389738,-4.636434793,0.223941565,4.860376358,0.15779233,1.656511784,1.498719454,0.12577033,0.069261789,-0.056508541,0.138524771,0.125437975,-0.013086796,0.114989042,0.092213631,-0.022775412,0.13117528,0.141954422,0.010779142,0.196004391,andy
0.158689022,0.118089914,-0.040599108,0.126097441,0.159527302,0.033429861,0.13629961,1.310174704,1.173875093,0.140911579,-0.640070438,-0.780982018,0.12467885,0.252331495,0.127652645,0.167283535,0.734545469,0.567261934,0.125252485,0.075969458,-0.049283028,0.12796855,0.131437302,0.003468752,0.125616074,0.866575718,0.740959644,0.108155727,0.15375638,0.045600653,0.144183874,andy
0.140417099,0.131386995,-0.009030104,0.154107809,0.123613358,-0.030494452,0.169468164,0.611502647,0.442034483,0.174422503,-0.338024616,-0.512447119,0.097921371,0.235149145,0.137227774,0.194488287,0.717249632,0.522761345,0.131145716,0.072432756,-0.058712959,0.134188652,0.182753801,0.048565149,0.110746145,0.187451839,0.076705694,0.114947796,0.213076353,0.098128557,0.163482428,andy
0.168471575,0.111907244,-0.056564331,0.119240761,0.149982929,0.030742168,0.133887291,0.091896296,-0.041990995,0.097685814,0.453111172,0.355425358,0.131192684,0.374420404,0.24322772,0.14794898,0.158344507,0.010395527,0.151400328,0.197135925,0.045735598,0.127827406,0.12500453,-0.002822876,0.108356714,0.135417938,0.027061224,0.104895353,0.268902063,0.16400671,0.127311945,andy
0.144337654,0.131160021,-0.013177633,0.138849497,0.145312309,0.006462812,0.139875412,0.944401503,0.804526091,0.083306551,-0.629570246,-0.712876797,-3.374769211,0.325118303,3.699887514,0.191317797,0.615705252,0.424387455,0.121876717,0.08860755,-0.033269167,0.125241518,0.122589827,-0.002651691,0.111120462,0.13845849,0.027338028,0.115163565,0.230984688,0.115821123,0.167459488,andy
0.098477364,0.278620005,0.180142641,0.174353123,0.144999981,-0.029353142,0.145226002,0.272651911,0.127425909,0.157850742,0.691377401,0.533526659,0.180286646,0.524281025,0.343994379,0.156977654,0.210104942,0.053127289,0.139600992,0.183104753,0.043503761,0.173499107,0.15186429,-0.021634817,0.128443003,0.798907757,0.670464754,0.093668699,0.570650816,0.476982117,0.109521866,chris
0.113248348,0.232352495,0.119104147,0.135964632,0.11782217,-0.018142462,0.133673668,0.20687294,0.073199272,0.168949604,0.764413595,0.595463991,0.179124594,1.038517714,0.85939312,0.151009321,0.204589367,0.053580046,0.086411476,0.118627548,0.032216072,0.148882389,0.134773016,-0.014109373,0.150956869,0.52335763,0.372400761,0.094937086,0.288622379,0.193685293,0.088474035,chris
0.126073599,0.214520454,0.088446856,0.159356356,0.105340004,-0.054016352,0.141013145,0.160846233,0.019833088,0.120123386,0.506170511,0.386047125,0.134734154,0.340789557,0.206055403,0.132641077,0.208364248,0.075723171,0.112884521,0.148547888,0.035663366,0.157800198,0.080558538,-0.077241659,0.113910913,0.701622009,0.587711096,0.088227749,0.318080425,0.229852676,0.08513689,chris
0.095781803,0.191146374,0.095364571,0.149536848,0.181693554,0.032156706,0.122526646,0.130719662,0.008193016,0.131039381,0.403754234,0.272714853,0.131094217,0.379715681,0.248621464,0.130621195,0.163878679,0.033257484,0.104115486,0.120942354,0.016826868,0.138841152,0.076995134,-0.061846018,0.126600027,0.438097477,0.31149745,0.101649523,0.239057064,0.137407541,0.095514774,chris
0.091623545,0.173711061,0.082087517,0.16327405,0.127176046,-0.036098003,0.13967967,0.184682846,0.045003176,0.131882429,0.858041763,0.726159334,0.167020559,0.461130142,0.294109583,0.111686707,0.187312126,0.07562542,0.087432861,0.109351873,0.021919012,0.141286373,0.075594187,-0.065692186,0.110616207,0.35174346,0.241127253,0.100632191,0.318903685,0.218271494,0.080824852,chris
0.10940218,0.252092361,0.142690182,0.154950619,0.091895819,-0.0630548,0.136015415,0.17784977,0.041834354,0.132523775,0.879822731,0.747298956,0.176172495,0.502406836,0.326234341,0.151573658,0.196876287,0.045302629,0.0995574,0.106949091,0.007391691,0.14105773,0.094844341,-0.046213388,0.116101503,0.286594868,0.170493364,0.103051186,0.256206274,0.153155088,0.06947279,chris
0.123961926,0.208615541,0.084653616,0.15550828,0.146569252,-0.008939028,0.154015541,0.181979656,0.027964115,0.138897181,0.880937815,0.742040634,0.155683517,0.613914251,0.458230734,0.153620481,0.185491562,0.03187108,0.09235096,0.158585787,0.066234827,0.147962809,0.070688009,-0.077274799,0.151228428,0.274505615,0.123277187,0.106916904,0.527711868,0.420794964,0.078582048,chris
0.116029978,0.182983398,0.066953421,0.15045023,0.129969597,-0.020480633,0.12585187,0.15201664,0.02616477,0.131503105,0.582471609,0.450968504,0.151356459,0.363533735,0.212177277,0.138745546,0.186166286,0.04742074,0.085385561,0.115641356,0.030255795,0.152971268,0.078179121,-0.074792147,0.11673522,0.260920525,0.144185305,0.102971792,0.213891506,0.110919714,0.087976933,chris
0.119927883,0.197988987,0.078061104,0.14584136,0.1086936,-0.03714776,0.169357538,0.204993725,0.035636187,0.146656275,0.395305872,0.248649597,0.151656151,0.391093969,0.239437819,0.137387753,0.186885595,0.049497843,0.089782953,0.096898079,0.007115126,0.163789511,0.105345249,-0.058444262,0.105873346,0.209625959,0.103752613,0.090214968,0.25203824,0.161823273,0.070900202,chris
0.111795425,0.174978733,0.063183308,0.146124363,0.117940903,-0.02818346,0.139964819,0.17611289,0.036148071,0.140972376,0.482273102,0.341300726,0.179850817,0.401965141,0.222114325,0.134059668,0.18401885,0.049959183,0.096953154,0.219857693,0.122904539,0.188937664,0.164304495,-0.024633169,0.116036415,0.318623066,0.202586651,0.051789284,0.552827597,0.501038313,0.101242781,chris
0.149362564,0.616103888,0.466741323,0.155674219,0.133985043,-0.021689177,0.13064456,0.111277819,-0.019366741,0.129676104,0.232466459,0.102790356,0.151981592,0.961158752,0.80917716,0.091884613,0.393910408,0.302025795,0.09623003,0.129953623,0.033723593,0.165397167,0.111606359,-0.053790808,0.119698763,0.341643095,0.221944332,0.102908134,0.229436636,0.126528502,0.08587265,chris
0.13532567,0.289029837,0.153704166,0.151932716,0.084802628,-0.067130089,0.168154478,0.171986103,0.003831625,0.112377644,0.330196142,0.217818499,0.13382411,0.689082623,0.555258512,0.105918407,0.428995132,0.323076725,0.105700493,0.172760725,0.067060232,0.179951191,0.142450571,-0.03750062,0.141514063,0.492633581,0.351119518,0.091023684,0.204234123,0.11321044,0.098805189,chris
0.093999386,0.195105791,0.101106405,0.143906593,0.100039482,-0.043867111,0.134799957,0.166470289,0.031670332,0.137466192,0.35341835,0.215952158,0.139656544,0.302114725,0.162458181,0.127860546,0.150020838,0.022160292,0.097234726,0.102445126,0.0052104,0.155910969,0.101370573,-0.054540396,0.106206179,0.201984882,0.095778704,0.101443052,0.199037552,0.0975945,0.078898191,chris
0.101976633,0.191260576,0.089283943,0.14134407,0.070656776,-0.070687294,0.132727146,0.170309544,0.037582397,0.128152847,0.398626328,0.27047348,0.140823603,0.348825932,0.208002329,0.138231754,0.168114424,0.029882669,0.092992783,0.095014572,0.00202179,0.139953136,0.106131077,-0.03382206,0.114963055,0.49318409,0.378221035,0.115736723,0.715072632,0.599335909,0.12595892,chris
0.116658449,0.247210979,0.13055253,0.151579618,0.081498623,-0.070080996,0.148591518,0.207734108,0.05914259,0.140934229,0.356787682,0.215853453,0.117159367,0.359186172,0.242026806,0.123833418,0.162320375,0.038486958,0.092648029,0.08965683,-0.002991199,0.154820681,0.103404284,-0.051416397,0.103735685,0.178817749,0.075082064,0.101080418,0.218815804,0.117735386,0.071304798,chris
0.092361927,0.189572573,0.097210646,0.150270462,0.08141613,-0.068854332,0.119707823,0.183407068,0.063699245,0.117545366,0.423733473,0.306188107,0.15247941,0.330950737,0.178471327,0.12079525,0.157126427,0.036331177,0.089812756,0.078937531,-0.010875225,0.153334618,0.094116449,-0.059218168,0.099189997,0.179971218,0.080781221,0.089410782,0.297023296,0.207612514,0.092832804,chris
0.092716932,0.221233368,0.128516436,0.144031525,0.061925173,-0.082106352,0.134676218,0.185204268,0.050528049,0.126307011,0.222204924,0.095897913,0.143247843,0.350299597,0.207051754,0.132196665,0.17503953,0.042842865,0.103791952,0.108827591,0.005035639,0.173083782,0.104424238,-0.068659544,0.128107548,0.323060274,0.194952726,0.160929918,0.313974142,0.153044224,0.102597237,chris
0.091812134,0.227593422,0.135781288,0.146137476,0.085939884,-0.060197592,0.127738714,0.15912056,0.031381845,0.121884823,0.232520819,0.110635996,0.12724185,0.278655529,0.151413679,0.144115686,0.165877819,0.021762133,0.106753588,0.107511997,0.00075841,0.173231363,0.139326572,-0.033904791,0.134272337,0.266666174,0.132393837,0.158235073,0.338313818,0.180078745,0.075075626,chris
0.106667042,0.175151587,0.068484545,0.147910833,0.10260272,-0.045308113,0.114873171,0.133386612,0.018513441,0.104410172,0.25994277,0.155532598,0.129697561,0.272674561,0.142976999,0.130108356,0.163475513,0.033367157,0.10101819,0.106580496,0.005562305,0.154669046,0.11156702,-0.043102026,0.112769604,0.246569633,0.13380003,0.088022232,0.214665174,0.126642942,0.059113264,chris
0.11568284,0.275171995,0.159489155,0.143557549,0.066669464,-0.076888084,0.152207375,0.33654809,0.184340715,0.152409554,0.302431822,0.150022268,0.151896954,0.409393787,0.257496834,0.136600018,0.178900242,0.042300224,0.110548735,0.11561656,0.005067825,0.153124809,0.095000267,-0.058124542,0.126074791,0.230020761,0.103945971,0.091138601,0.224979401,0.133840799,0.07533741,chris
0.115242004,0.432005644,0.316763639,0.156847,0.118566751,-0.038280249,0.12669158,0.127482891,0.000791311,0.088086128,0.256689548,0.16860342,0.150899172,0.355482101,0.20458293,0.115737915,0.208865643,0.093127728,0.105061054,0.099291086,-0.005769968,0.159763813,0.111760855,-0.048002958,0.133631706,0.348259687,0.214627981,0.091782808,0.203099489,0.111316681,0.089672327,chris
0.114217997,0.251439095,0.137221098,0.150597811,0.092968941,-0.05762887,0.134687185,0.176846027,0.042158842,0.094941378,0.222674131,0.127732754,0.12557745,0.345686674,0.220109224,0.11869216,0.165088177,0.046396017,0.091969252,0.098013163,0.006043911,0.160609245,0.120582819,-0.040026426,0.108195543,0.210199833,0.10200429,0.120054245,0.362454891,0.242400646,0.099218845,chris
0.112872362,0.203638315,0.090765953,0.156722307,0.112019777,-0.04470253,0.123948812,0.154940605,0.030991793,0.122966766,0.294897556,0.17193079,0.134203196,0.301017284,0.166814089,0.121754408,0.162983418,0.04122901,0.101635456,0.097667933,-0.003967524,0.150476694,0.105170727,-0.045305967,0.110612392,0.204248667,0.093636274,0.086366653,0.185122252,0.098755598,0.065938711,chris
0.127740145,0.536804914,0.40906477,0.148781061,0.100641251,-0.048139811,0.131605864,0.121692896,-0.009912968,0.119217873,0.223776817,0.104558945,0.147768736,0.348209858,0.200441122,0.123758078,0.17926693,0.055508852,0.090236187,0.096396446,0.006160259,0.1525774,0.116478682,-0.036098719,0.094609499,0.216210604,0.121601105,0.083136082,0.188057423,0.104921341,0.097278833,chris
0.096099615,0.226933718,0.130834103,0.179256201,0.104121447,-0.075134754,0.130917788,0.159799814,0.028882027,0.105168819,0.283250093,0.178081274,0.134860754,0.287054539,0.152193785,0.148502827,0.177786827,0.029284,0.101067066,0.100310802,-0.000756264,0.165013552,0.124627829,-0.040385723,0.117273092,0.227248669,0.109975576,0.102669716,0.207794189,0.105124474,0.088937521,chris
0.11076355,0.216227531,0.105463982,0.149519682,0.085694551,-0.06382513,0.107639551,0.148638725,0.040999174,0.109998941,0.223855734,0.113856792,0.1444695,0.491540432,0.347070932,0.149935007,0.211894751,0.061959743,0.098613024,0.115842342,0.017229319,0.152183294,0.094860315,-0.057322979,0.118448019,0.211377144,0.092929125,0.093695879,0.221904516,0.128208637,0.089953899,chris
0.093415737,0.170722723,0.077306986,0.166637659,0.111793756,-0.054843903,0.127588749,0.141832113,0.014243364,0.096830606,0.204865932,0.108035326,0.126383066,0.274265528,0.147882462,0.126816273,0.184931278,0.058115005,0.094718695,0.090918303,-0.003800392,0.158940792,0.123140335,-0.035800457,0.136126041,0.486301899,0.350175858,0.114562273,0.272772312,0.158210039,0.083929062,chris
0.097321987,0.200961351,0.103639364,0.135853767,0.084356546,-0.051497221,0.099876165,0.144014597,0.044138432,0.090715408,0.207478046,0.116762638,0.11894536,0.324154854,0.205209494,0.126754045,0.178660393,0.051906347,0.090598106,0.095285654,0.004687548,0.169580936,0.100007296,-0.069573641,0.106922388,0.210977077,0.104054689,0.096153975,0.201131821,0.104977846,0.084053755,chris
0.10320878,0.1970222,0.093813419,0.129956722,0.086762667,-0.043194056,0.111095667,0.109563828,-0.001531839,0.100792885,0.198775291,0.097982407,0.133966923,0.301737547,0.167770624,0.14487195,0.173249245,0.028377295,0.117675781,0.112053633,-0.005622149,0.158208847,0.114052057,-0.04415679,0.113102198,0.191835165,0.078732967,0.112947464,0.234229565,0.121282101,0.06879425,chris
0.09295249,0.131009579,0.038057089,0.154648781,0.665549994,0.510901213,0.144772768,0.132169724,-0.012603045,0.160176516,0.467555046,0.307378531,0.157432079,0.537432909,0.38000083,0.14575386,0.218978882,0.073225021,0.097997189,0.135246992,0.037249804,0.158764839,0.086575508,-0.072189331,0.121094465,0.349136591,0.228042126,0.103890657,0.223837376,0.119946718,0.079172611,chris
0.121077776,0.252547026,0.13146925,0.14522171,0.067198038,-0.078023672,0.159604549,0.18528533,0.02568078,0.114766121,0.323169947,0.208403826,0.149209976,0.386814356,0.23760438,0.135676384,0.183804989,0.048128605,0.120556831,0.134050608,0.013493776,0.146728277,0.109238863,-0.037489414,0.098829269,0.223669529,0.12484026,0.102276325,0.210488319,0.108211994,0.083507061,chris
0.117959738,0.193944931,0.075985193,0.138944626,0.081085205,-0.057859421,0.125907898,0.127291441,0.001383543,0.099811792,0.210758448,0.110946655,0.116700888,0.371412277,0.25471139,0.163551331,0.246801615,0.083250284,0.097768068,0.103275061,0.005506992,0.151077986,0.11163497,-0.039443016,0.12275815,0.276118517,0.153360367,0.083957434,0.18691349,0.102956057,0.095747709,chris
0.097949743,0.208009243,0.1100595,0.148774147,0.085047245,-0.063726902,0.148931026,0.15789175,0.008960724,0.127940655,0.271148443,0.143207788,0.079903126,0.815662622,0.735759497,0.143364668,0.17540288,0.032038212,0.105624676,0.141734362,0.036109686,0.156309843,0.126203537,-0.030106306,0.103923082,0.679282427,0.575359344,0.121639013,0.224025965,0.102386951,0.091626883,chris
0.099931717,0.340687513,0.240755796,0.154160976,0.113120079,-0.041040897,0.143229008,0.128133297,-0.015095711,0.120013475,0.300806284,0.180792809,0.157871246,0.346621037,0.18874979,0.140629768,0.172748566,0.032118797,0.103391886,0.099296331,-0.004095554,0.158095121,0.108594894,-0.049500227,0.107600451,0.26479578,0.15719533,0.098061323,0.225247383,0.12718606,0.07663393,chris
0.114920139,0.318284273,0.203364134,0.154023886,0.078857422,-0.075166464,0.123705387,0.149984598,0.026279211,0.112826586,0.22476697,0.111940384,0.133132458,0.27845788,0.145325422,0.113570213,0.150524616,0.036954403,0.114202499,0.109593391,-0.004609108,0.159640074,0.107687235,-0.051952839,0.124897242,0.234882832,0.10998559,0.096084356,0.224182606,0.128098249,0.092573404,chris
0.122478008,0.218560934,0.096082926,0.139935255,0.09501791,-0.044917345,0.125008583,0.132596254,0.007587671,0.100266695,0.212791204,0.112524509,0.133610964,0.532398462,0.398787498,0.14907217,0.209865093,0.060792923,0.101507664,0.113513231,0.012005568,0.15658164,0.104163885,-0.052417755,0.117408276,0.227684021,0.110275745,0.099005699,0.466147184,0.367141485,0.093753338,chris
0.119805336,0.499074936,0.3792696,0.151913881,0.087156296,-0.064757586,0.121895075,0.163032293,0.041137218,0.136880159,0.81482625,0.677946091,0.161073923,0.513781786,0.352707863,0.169891596,0.251844168,0.081952572,0.100344419,0.116211176,0.015866756,0.167438507,0.108104706,-0.059333801,0.128972769,0.304975271,0.176002502,0.098272085,0.221232891,0.122960806,0.090061665,chris
0.130099773,0.219033241,0.088933468,0.156713724,0.125679731,-0.031033993,0.106229544,1.1310184,1.024788857,0.153763294,0.443059683,0.289296389,0.150609016,0.463043213,0.312434196,0.154559135,0.189108133,0.034548998,0.12252593,0.159083843,0.036557913,0.143530369,0.13514328,-0.008387089,0.145840645,0.281772614,0.135931969,0.103826284,0.209031105,0.105204821,0.082994699,chris
0.111496925,0.166896343,0.055399418,0.133867264,0.123795748,-0.010071516,0.110474348,0.105821371,-0.004652977,0.095181704,0.290657043,0.19547534,0.143665314,0.306407213,0.162741899,0.136034489,0.162727833,0.026693344,0.119625092,0.105301619,-0.014323473,0.153198719,0.120145798,-0.033052921,0.118288517,0.216750145,0.098461628,0.097205162,0.191156626,0.093951464,0.075858593,chris
0.140684843,2.16020751,2.019522667,0.135698557,0.09123683,-0.044461727,0.114411592,0.126545668,0.012134075,0.122743368,0.38832283,0.265579462,0.128296137,1.227879286,1.099583149,0.129891157,0.155792713,0.025901556,0.109955788,0.125738859,0.015783072,0.158482552,0.114088774,-0.044393778,0.127090931,0.253928423,0.126837492,0.088100195,0.215147495,0.1270473,0.085105658,chris
0.119247913,0.212218761,0.092970848,0.170176983,0.097006798,-0.073170185,0.119930267,0.160390615,0.040460348,0.106205225,0.21665144,0.110446215,0.124586344,0.302348137,0.177761793,0.136751175,0.183632612,0.046881437,0.086850882,0.09802866,0.011177778,0.160778999,0.105926275,-0.054852724,0.10991621,0.206543207,0.096626997,0.078916311,0.173865318,0.094949007,0.086412191,chris
