H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return,subject
0.177503586,0.114837646,-0.062665939,0.137659311,0.17970109,0.042041779,0.144700289,0.075549126,-0.069151163,0.121100664,0.168696404,0.047595739,0.141998768,0.237863302,0.095864534,0.145650387,0.129361391,-0.016288996,0.114493847,0.152516842,0.038022995,0.117212772,0.084816694,-0.032396078,0.121626854,0.081970692,-0.039656162,0.112892389,0.139966965,0.027074575,0.190089226,andy
0.140776634,0.103901625,-0.03687501,0.118776083,0.151914835,0.033138752,0.100352049,0.064013481,-0.036338568,0.109638691,0.161391735,0.051753044,0.117439032,0.227094889,0.109655857,0.142018557,0.109059095,-0.032959461,0.108558893,0.185643435,0.077084541,0.113963127,0.075636625,-0.038326502,0.111068964,0.139784098,0.028715134,0.108201265,0.12933898,0.021137714,0.182345629,andy
0.153513432,0.131366968,-0.022146463,0.111060619,0.157413006,0.046352386,0.149392366,0.078765154,-0.070627213,0.110018253,0.152913094,0.04289484,0.140676498,0.280916452,0.140239954,0.180090666,0.26670742,0.086616755,0.150980473,0.157653093,0.006672621,0.151784897,0.15129447,-0.000490427,0.131994963,0.09004879,-0.041946173,0.127942085,0.135059357,0.007117271,0.179763556,andy
0.17138052,0.112357378,-0.059023142,0.140050411,0.161940813,0.021890402,0.108309269,0.125116825,0.016807556,0.055138826,0.158670425,0.103531599,0.120983839,0.229762316,0.108778477,0.145196676,0.170310497,0.025113821,0.111120224,0.118798494,0.00767827,0.117872477,0.062154531,-0.055717945,0.124895334,0.154920816,0.030025482,0.111053467,0.140875578,0.029822111,0.170264244,andy
0.179766893,0.104925871,-0.074841022,0.137906551,1.159038305,1.021131754,0.17237401,0.086166859,-0.086207151,0.069674969,0.060113907,-0.009561062,0.160647392,0.386398077,0.225750685,0.131536961,0.178452253,0.046915293,0.124843836,0.117884636,-0.0069592,0.127354622,0.088444471,-0.038910151,0.13233614,0.092927456,-0.039408684,0.108688354,0.146845102,0.038156748,0.18399024,andy
0.173303366,0.154073954,-0.019229412,0.130857944,0.167844772,0.036986828,0.145973921,1.005747557,0.859773636,0.125146151,0.328396797,0.203250647,-1.088311195,1.187957048,2.276268244,0.162091494,0.099886179,-0.062205315,0.134743452,0.151319027,0.016575575,0.160993338,0.088685751,-0.072307587,0.145081758,0.115353584,-0.029728174,0.122517109,0.143611193,0.021094084,0.159403563,andy
0.154424667,0.322255611,0.167830944,0.151142597,0.165297031,0.014154434,0.160897732,0.08864069,-0.072257042,0.152809858,0.844407082,0.691597223,-0.470732689,0.29450798,0.765240669,0.131781816,0.231468916,0.099687099,0.139182329,0.12811923,-0.011063099,0.135679722,0.079481125,-0.056198597,0.121878386,0.228536606,0.10665822,0.117628098,0.157350063,0.039721966,0.189426899,andy
0.147380114,0.111523151,-0.035856962,0.117856264,0.854789019,0.736932755,0.10835743,0.049520016,-0.058837414,0.134823084,0.156322718,0.021499634,0.114902496,0.35203433,0.237131834,0.174952269,0.175457478,0.000505209,0.135090828,0.112051487,-0.023039341,0.125978231,0.046332836,-0.079645395,0.126696825,0.126225471,-0.000471354,0.104407787,0.115283012,0.010875225,0.206748962,andy
0.169394016,0.109522343,-0.059871674,0.113058805,0.179264545,0.06620574,0.122118711,0.049172163,-0.072946548,0.060329676,0.416448593,0.356118917,0.16003561,0.351032257,0.190996647,0.158872604,0.195219517,0.036346912,0.15431571,0.111812592,-0.042503119,0.164843082,0.075716496,-0.089126587,0.158298016,0.145288229,-0.013009787,-2.932157278,0.109290361,-0.002935171,0.1994946,andy
0.156219721,0.139820576,-0.016399145,0.131842375,0.17146492,0.039622545,0.145421743,0.072267771,-0.073153973,0.12247777,0.210762024,0.088284254,0.134727001,0.230933905,0.096206903,0.158239603,0.186579227,0.028339624,0.144963026,0.14541316,0.000450134,0.137877941,0.054844379,-0.083033562,0.138426781,0.08940649,-0.04902029,0.134405851,0.137920856,0.003515005,0.197452068,andy
0.16429019,0.192928553,0.028638363,0.116428375,0.137252808,0.020824432,0.134879589,0.066051245,-0.068828344,0.108520746,0.190184355,0.081663609,-2.599698544,0.263323784,2.863022327,0.151534557,0.212645769,0.061111212,0.144150734,0.150660038,0.006509304,0.131546259,0.0987041,-0.032842159,0.131991386,0.05979681,-0.072194576,0.144307852,0.419928074,0.275620222,0.154453993,andy
0.105300426,0.143390417,0.038089991,0.147548914,0.158567905,0.011018991,0.144201279,0.104820728,-0.03938055,0.115142345,0.140038967,0.024896622,0.14182353,0.26878953,0.126966,0.153717518,0.148135662,-0.005581856,0.110912323,0.11420989,0.003297567,0.112479687,0.020171642,-0.092308044,0.148609161,0.086098909,-0.062510252,0.111730814,0.139261961,0.027531147,0.173122168,andy
0.172066689,0.102614164,-0.069452524,0.13380599,0.207545042,0.073739052,0.159722328,0.123272896,-0.036449432,0.125550747,0.173048258,0.047497511,0.144319534,0.397539616,0.253220081,0.165009022,0.174668789,0.009659767,0.168866634,1.088186264,0.91931963,0.129646301,0.146026134,0.016379833,0.141189575,0.099388838,-0.041800737,0.123839617,0.154692411,0.030852795,0.177197933,andy
0.178138971,0.135308504,-0.042830467,0.142469645,0.14545393,0.002984285,0.165120363,0.108653784,-0.056466579,0.102375746,0.119306564,0.016930819,-3.732846737,0.250033379,3.982880116,0.157982349,0.148101091,-0.009881258,0.126688242,0.126191854,-0.000496387,0.138061762,0.052256823,-0.085804939,0.168515205,0.249696255,0.081181049,0.111671209,0.159706116,0.048034906,0.154366732,andy
0.164176702,0.171209097,0.007032394,0.144222736,0.16945219,0.025229454,0.174313307,0.092101812,-0.082211494,0.132643938,0.215408802,0.082764864,0.13106513,0.232696772,0.101631641,0.139264107,0.138695478,-0.000568628,0.135830402,0.135162115,-0.000668287,0.111818552,0.042537451,-0.069281101,0.179387093,0.132688999,-0.046698093,0.14124155,0.166258812,0.025017262,0.180141449,andy
0.150943756,0.154207468,0.003263712,0.132484198,0.095742226,-0.036741972,0.145404577,0.096124172,-0.049280405,0.121648788,0.198267937,0.076619148,0.12595129,1.144769192,1.018817902,0.133537292,0.140344381,0.006807089,0.139230013,0.108434677,-0.030795336,0.125596523,0.079330444,-0.046266079,0.11526227,0.109110594,-0.006151676,-3.350176573,0.112788677,0.000453949,0.175790071,andy
0.14504981,0.086164236,-0.058885574,0.157810688,0.20477581,0.046965122,0.152673483,0.09308219,-0.059591293,0.125308514,0.180745363,0.05543685,0.115591288,0.274576187,0.1589849,0.160880089,0.203368187,0.042488098,0.130518913,0.154173851,0.023654938,0.125405073,0.092548132,-0.032856941,0.128952265,0.076930761,-0.052021503,0.138072014,0.145927429,0.007855415,0.161203146,andy
0.161444187,0.118108988,-0.043335199,0.126192331,0.182290554,0.056098223,0.149240017,0.099768639,-0.049471378,0.118499279,0.203980446,0.085481167,0.125322104,0.437175751,0.311853647,0.122139454,0.165730476,0.043591022,0.100122452,0.124464989,0.024342537,0.117964506,0.094933987,-0.023030519,0.12258482,0.072972536,-0.049612284,-2.7685709,0.135459423,-0.002744913,0.183618546,andy
0.174237013,0.115035295,-0.059201717,0.108673334,0.154635906,0.045962572,0.146168232,0.059681177,-0.086487055,0.123404026,0.170912981,0.047508955,-2.794325113,0.213928938,3.008254051,0.138620377,0.201528072,0.062907696,0.198451519,0.164041281,-0.034410238,0.129962206,0.071459055,-0.058503151,0.15092659,0.085063696,-0.065862894,0.121886969,0.132134438,0.010247469,0.186892748,andy
0.16045928,0.685633183,0.525173903,0.141899586,0.104047537,-0.037852049,0.136501312,0.077334166,-0.059167147,0.121529102,0.151624441,0.030095339,0.124849558,0.26156497,0.136715412,0.137283564,0.167188406,0.029904842,0.111170292,0.127085209,0.015914917,0.131074905,0.099267721,-0.031807184,0.118474483,0.065030098,-0.053444386,0.109392405,0.12398839,0.014595985,0.174033165,andy
0.128114223,0.098193645,-0.029920578,0.136226654,0.175843239,0.039616585,0.101997375,0.103038549,0.001041174,0.080328941,0.170498133,0.090169191,0.118053913,0.246487617,0.128433704,0.158229589,0.188141346,0.029911757,0.119465351,0.131484509,0.012019157,0.119358301,0.089526176,-0.029832125,0.106406689,0.050145626,-0.056261063,0.101864815,0.342485189,0.240620375,0.164147615,andy
0.16233325,0.208008289,0.045675039,0.17377615,0.170797348,-0.002978802,0.16782403,0.105012894,-0.062811136,0.08589983,0.174868345,0.088968515,-2.985949993,0.202074051,3.188024044,0.151178837,0.148364782,-0.002814054,0.130721807,0.106928349,-0.023793459,0.115926504,0.076246738,-0.039679766,0.128834009,0.085932493,-0.042901516,0.1117661,0.122118711,0.010352612,0.166820765,andy
0.1746912,0.358166695,0.183475494,0.135473013,0.105670452,-0.029802561,0.174488783,0.108404875,-0.066083908,0.125213623,0.145098925,0.019885302,0.137149334,0.62291503,0.485765696,0.116369247,0.185377836,0.069008589,0.097098351,0.122542381,0.025444031,0.125167131,0.065907001,-0.05926013,0.1119802,0.066088915,-0.045891285,0.098605633,0.131867886,0.033262253,0.153492928,andy
0.121511221,0.145941734,0.024430513,0.114597559,0.146654606,0.032057047,0.131972551,0.111967087,-0.020005465,0.128311157,0.193630219,0.065319061,-3.464664936,0.308268785,3.772933722,0.13451457,0.160744905,0.026230335,0.16200304,0.183031082,0.021028042,0.15061903,0.17079401,0.02017498,0.095321655,0.132143497,0.036821842,0.091648579,0.120190382,0.028541803,0.164875031,andy
0.157338381,-1.068544865,-1.225883245,0.134366512,0.141305685,0.006939173,0.134998083,0.135476589,0.000478506,0.133886576,0.264319181,0.130432606,0.144034863,1.020941019,0.876906157,0.135444641,0.112455845,-0.022988796,0.134637356,0.588588953,0.453951597,0.109123707,0.066053391,-0.043070316,0.105436087,0.043560028,-0.061876059,0.127830505,0.170244217,0.042413712,0.157064676,andy
0.154644251,0.128158092,-0.026486158,0.134579897,0.158718824,0.024138927,0.157982111,0.088426828,-0.069555283,0.089457273,0.416068792,0.326611519,0.13030982,0.234810591,0.104500771,0.143138885,0.133560658,-0.009578228,0.133893251,0.097907066,-0.035986185,0.138602495,0.076615095,-0.0619874,0.124922752,0.085814476,-0.039108276,0.092307091,0.13801384,0.045706749,0.173653603,andy
0.153713703,0.134837151,-0.018876553,0.121385098,0.141951561,0.020566463,0.129508018,0.081802607,-0.047705412,0.106315613,0.158168793,0.05185318,0.105509758,0.219229698,0.11371994,0.148238897,1.838368654,1.690129757,0.10468626,0.111677647,0.006991386,0.092686653,0.072458506,-0.020228148,0.115525246,0.219991922,0.104466677,0.131293297,0.141309738,0.010016441,0.177455902,andy
0.164535046,0.128984928,-0.035550117,0.111324549,0.1405797,0.029255152,0.138495207,0.076138496,-0.06235671,0.105238676,0.173937321,0.068698645,0.124381065,0.269165039,0.144783974,0.147714138,0.1910007,0.043286562,0.094124079,0.167785406,0.073661327,0.133689404,0.160097361,0.026407957,0.140798092,0.135333776,-0.005464315,0.109323025,0.342098475,0.23277545,0.153701544,andy
0.151081562,-1.553277254,-1.704358816,0.111764193,0.197152138,0.085387945,0.122293472,0.121722937,-0.000570536,0.084923029,0.193453789,0.10853076,0.132211447,0.270668507,0.13845706,0.170761824,0.188276768,0.017514944,0.124814749,0.134518385,0.009703636,0.125865221,0.073940992,-0.051924229,0.111121655,0.058361292,-0.052760363,0.109058619,0.906703711,0.797645092,0.157488823,andy
0.17160511,0.141781807,-0.029823303,0.13821125,0.14824748,0.01003623,0.144671917,0.085144043,-0.059527874,0.13661027,0.184099674,0.047489405,0.141453028,0.273540258,0.132087231,0.149602413,0.116340637,-0.033261776,0.126554251,0.113328457,-0.013225794,0.142000198,0.079408407,-0.062591791,0.119727612,0.102456808,-0.017270803,0.100091696,0.307720423,0.207628727,0.128882885,andy
0.128218412,0.185220003,0.057001591,0.151570559,0.121455669,-0.030114889,0.148403168,0.109022856,-0.039380312,0.096114635,0.15042758,0.054312944,0.128077507,0.2279284,0.099850893,0.140239,0.133918524,-0.006320477,0.118632317,0.119078875,0.000446558,0.130314589,0.078227282,-0.052087307,0.105455399,0.089070559,-0.01638484,0.115013838,0.139501095,0.024487257,0.170877457,andy
0.16237545,0.11943841,-0.04293704,0.141488075,0.685440063,0.543951988,0.105113268,0.092067719,-0.013045549,0.059345961,0.170143127,0.110797167,0.111459017,0.233277559,0.121818542,0.157061338,0.128343582,-0.028717756,0.124752522,0.135456085,0.010703564,0.124920368,0.071921587,-0.052998781,0.115654707,0.075996637,-0.03965807,0.094576359,0.153156042,0.058579683,0.168526173,andy
0.160477638,0.117947102,-0.042530537,0.111432076,0.140298605,0.028866529,0.111331701,0.058987379,-0.052344322,0.095225811,0.158874273,0.063648462,0.126211405,0.276661158,0.150449753,0.145171165,0.22520256,0.080031395,0.154768229,0.105079412,-0.049688816,0.125218868,0.098597765,-0.026621103,0.134570122,0.115022659,-0.019547462,0.124531269,0.192245483,0.067714214,0.150742531,andy
0.16494441,0.151841164,-0.013103247,0.115243196,0.118183613,0.002940416,0.12532568,0.07258749,-0.05273819,0.089088678,0.192245483,0.103156805,0.10585022,0.219187021,0.113336802,0.143857479,0.165931463,0.022073984,0.109906912,0.14167881,0.031771898,0.144898653,0.062655926,-0.082242727,0.122667551,0.092366934,-0.030300617,0.112072706,0.119121075,0.007048368,0.163998127,andy
0.159127712,0.099390984,-0.059736729,0.130899429,0.167657614,0.036758184,0.128370762,0.072455168,-0.055915594,0.108875275,0.207554102,0.098678827,0.121760845,0.636278152,0.514517307,0.141745329,0.166863918,0.025118589,0.10882473,0.095258236,-0.013566494,0.132533312,0.062616825,-0.069916487,0.12517786,0.069422483,-0.055755377,0.111673594,0.153020382,0.041346788,0.170251608,andy
0.145867109,0.119893312,-0.025973797,0.134441137,0.141129017,0.00668788,0.11177516,0.069124699,-0.042650461,0.114630938,0.16889143,0.054260492,-2.519360781,0.213734865,2.733095646,0.155118227,0.138602734,-0.016515493,0.11476779,0.125048637,0.010280848,0.132225752,0.075559139,-0.056666613,0.106484413,0.047079563,-0.05940485,0.115722895,0.125904799,0.010181904,0.155046701,andy
0.152989626,0.121241808,-0.031747818,0.118858814,0.250242233,0.131383419,0.133746147,0.128974915,-0.004771233,0.097829342,0.631761312,0.533931971,0.085899353,0.274871588,0.188972235,0.157874107,0.161067247,0.00319314,0.138263702,0.108366966,-0.029896736,0.125011444,0.105228186,-0.019783258,0.115581036,0.072553158,-0.043027878,0.184232235,0.243329287,0.059097052,0.165298939,andy
0.151621103,0.111965656,-0.039655447,0.12174201,0.13732028,0.01557827,0.125009537,0.075403452,-0.049606085,0.102445602,0.215820789,0.113375187,0.150826693,0.266590595,0.115763903,0.161879063,0.21536994,0.053490877,0.144753695,0.148406267,0.003652573,0.149613619,0.168529987,0.018916368,0.135245085,0.118912697,-0.016332388,0.128273249,0.21047473,0.082201481,0.157036781,andy
0.163292408,0.105261087,-0.058031321,0.136957884,0.153584242,0.016626358,0.13334465,0.08844161,-0.04490304,0.095716238,0.175917625,0.080201387,0.11187458,0.226974964,0.115100384,0.158075571,0.204995394,0.046919823,0.137733459,0.147772789,0.01003933,0.141638994,0.115274668,-0.026364326,0.129256964,0.066102982,-0.063153982,0.125664473,0.203546524,0.077882051,0.127697229,andy
0.121110201,0.095137358,-0.025972843,0.12173605,0.148483753,0.026747704,0.11975193,0.069482803,-0.050269127,0.102529049,0.159433126,0.056904078,0.133895397,0.332039833,0.198144436,0.168405771,0.16890192,0.000496149,0.133162022,0.143873692,0.01071167,0.151577711,0.102554321,-0.04902339,0.118930578,0.082425117,-0.036505461,0.105860949,0.236710548,0.1308496,0.127406836,andy
0.137162209,0.151313543,0.014151335,0.111367226,0.610282183,0.498914957,0.147752047,0.114762783,-0.032989264,0.131625414,0.183478594,0.05185318,0.120893002,0.313162088,0.192269087,0.145183325,0.213130236,0.067946911,0.110763311,0.10827446,-0.002488852,0.145267725,0.092513561,-0.052754164,0.095782518,0.026583672,-0.069198847,0.118858576,0.158159256,0.03930068,0.186348438,andy
0.17859149,0.095221996,-0.083369493,0.129885674,0.179749727,0.049864054,0.127626896,0.062130213,-0.065496683,0.098859787,0.177359819,0.078500032,0.127233744,0.280361891,0.153128147,0.172163248,0.176876068,0.00471282,0.117686033,0.118217468,0.000531435,0.143690825,0.095120907,-0.048569918,0.121118784,0.04246974,-0.078649044,0.124751091,0.228247404,0.103496313,0.172570229,andy
0.139493942,0.100176096,-0.039317846,0.118666649,0.149691582,0.031024933,0.107400656,0.071371555,-0.0360291,0.105415821,0.411708117,0.306292295,0.160853386,0.264056921,0.103203535,0.187563419,0.259338856,0.071775436,0.11456728,0.101525307,-0.013041973,0.142131567,0.105964899,-0.036166668,0.115818024,0.095751524,-0.0200665,0.091435909,0.138968468,0.047532558,0.156952143,andy
0.149700403,0.122577667,-0.027122736,0.122295618,0.160455942,0.038160324,0.163307428,0.1573596,-0.005947828,0.134540081,0.202705145,0.068165064,0.133969545,0.26964426,0.135674715,0.171486139,0.170549154,-0.000936985,0.123858213,0.134747267,0.010889053,0.153292656,0.077259541,-0.076033115,0.122628927,0.060065746,-0.062563181,0.128697634,0.152364254,0.02366662,0.150617599,andy
